GRMZM2G105245,chr7,147552688,1,Sb02g031680,scaffold_2:38785778:39099234:hit,LOC_Os09g37280,Bradi4g36920
GRMZM2G388585,chr2,18244569,1,Sb06g025130,Si009346m.g,LOC_Os04g47180,Bradi5g18150
GRMZM2G168758,chr2,179232323,-1,Sb02g024170,Si031444m.g,LOC_Os09g23370,Bradi4g29740
GRMZM2G150841,chr7,168290429,1,Sb02g040480,Si029872m.g,LOC_Os07g44090,Bradi1g20250
GRMZM2G180720,chr10,58302722,1,Sb07g005200,Si013907m.g,LOC_Os08g08840,Bradi3g15310
GRMZM2G374812,chr1,1005116,-1,Sb01g050580,Si035219m.g,LOC_Os03g01170,Bradi1g78400
GRMZM2G118462,chr8,174421768,1,Sb03g034640,Si000238m.g,LOC_Os01g54560,Bradi2g49870
GRMZM2G399048,chr10,132393907,1,Sb06g023350,Si011915m.g,LOC_Os04g44740,Bradi5g16470
GRMZM2G118467,chr1,241910726,1,Sb01g022180,Si034736m.g,LOC_Os10g27230,Bradi3g26410
GRMZM2G113238,chr5,193846442,-1,Sb04g032260,Si017497m.g,LOC_Os02g44860,Bradi3g51207
GRMZM2G021912,chr4,181222961,1,Sb04g027710,Si017655m.g,LOC_Os02g51610,Bradi3g59030
GRMZM2G113232,chr9,147401073,1,Sb01g043240,Si033912m.g,LOC_Os03g11240,Bradi1g70407
GRMZM2G142816,chr6,109956681,-1,Sb10g007000,Si008630m.g,LOC_Os06g10800,Bradi1g46110
GRMZM2G042867,chr10,142726459,-1,Sb06g028770,Si010481m.g,LOC_Os04g52800,Bradi5g21980
GRMZM2G079226,chr7,166150087,-1,Sb02g039540,Si031135m.g,LOC_Os07g42820,Bradi1g21210
GRMZM2G085249,chr1,218099211,1,Sb07g020170,Si014298m.g,LOC_Os08g31814,Bradi3g35720
GRMZM2G155317,chr1,293054409,-1,Sb01g003320,Si034739m.g,LOC_Os03g60520,Bradi1g03827
GRMZM2G155314,chr1,169986474,1,Sb08g020470,Si024236m.g,LOC_Os12g40770,Bradi4g02660
GRMZM2G155312,chr1,275145439,-1,Sb01g008430,Si034074m.g,LOC_Os03g53250,Bradi1g08977
GRMZM2G302233,chr2,229671561,1,Sb05g025430,Si026145m.g,LOC_Os11g41910,Bradi4g12180
GRMZM2G134313,chr4,190967112,-1,Sb05g020900,Si026426m.g,LOC_Os11g34320,Bradi4g16810
GRMZM2G175661,chr8,151735417,-1,Sb03g031610,Si000080m.g,LOC_Os01g49470,Bradi2g46957
GRMZM2G425004,chr3,154739703,1,Sb03g045000,Si004144m.g,LOC_Os01g70790,Bradi2g59920
GRMZM2G084125,chr3,8889342,1,Sb03g003500,Si003122m.g,LOC_Os01g08950,Bradi2g05410
GRMZM2G387569,chr8,62658131,1,Sb09g027040,Si023147m.g,LOC_Os05g46395,Bradi2g18170
GRMZM5G826194,chr6,113592859,-1,Sb10g008310,Si008384m.g,LOC_Os06g12630,Bradi1g45010
GRMZM2G387603,chr8,62665326,1,Sb09g027055,Si024207m.g,LOC_Os05g46420,Bradi2g18160
GRMZM2G027516,chr5,87970080,-1,Sb04g005120,Si018797m.g,LOC_Os02g07980,Bradi3g05690
GRMZM2G027519,chr7,122450377,1,Sb02g025990,Si030382m.g,LOC_Os09g27160,Bradi4g31530
GRMZM2G361362,chr1,182679485,-1,Sb07g028940,Si013283m.g,LOC_Os08g38086,Bradi3g38897
GRMZM2G175398,chr8,11662375,1,Sb03g007280,Si000566m.g,LOC_Os01g03870,Bradi2g02030
GRMZM2G175396,chr1,197261413,-1,Sb07g025230,Si013350m.g,LOC_Os08g43180,Bradi3g42000
GRMZM2G176206,chr5,151885529,-1,Sb04g008110,Si016146m.g,LOC_Os02g13510,Bradi3g08660
GRMZM2G049654,chr3,193861408,1,Sb03g035740,Si004944m.g,LOC_Os01g56235,Bradi2g51060
GRMZM2G130121,chr1,74630096,1,Sb01g032210,Si034086m.g,LOC_Os03g31300,Bradi1g16190
GRMZM2G169329,chr8,167982975,-1,Sb03g039990,Si002837m.g,LOC_Os01g63210,Bradi2g55070
GRMZM2G169320,chr1,13538406,1,Sb01g046230,Si035454m.g,LOC_Os03g06880,Bradi1g74150
GRMZM2G169321,chr6,96920738,1,Sb10g025230,Si006693m.g,LOC_Os06g43620,Bradi1g30510
GRMZM2G082205,chr7,164661202,1,Sb02g038865,Si028796m.g,LOC_Os07g41564,Bradi1g21914
GRMZM2G082203,chr3,128095463,1,Sb08g018440,Si021351m.g,LOC_Os12g37840,Bradi4g04420
GRMZM2G169326,chr5,198972500,-1,Sb04g031160,Si019273m.g,LOC_Os02g46700,Bradi3g52240
GRMZM2G076029,chr3,28351597,-1,Sb03g008240,scaffold_5:6295485:6694851:hit,LOC_Os01g02150,Bradi2g01050
GRMZM2G073059,chr4,234652441,-1,Sb04g005870,Si017235m.g,LOC_Os02g09420,Bradi3g06380
GRMZM2G073054,chr2,58591120,1,Sb06g015360,Si009312m.g,LOC_Os04g33460,Bradi5g09170
GRMZM2G173943,chr7,83269990,1,Sb02g020700,Si030592m.g,LOC_Os09g12770,Bradi4g27620
GRMZM2G100732,chr2,13995617,-1,Sb06g026800,Si009217m.g,LOC_Os04g49860,Bradi5g19741
GRMZM2G032619,chr4,184160162,-1,Sb05g001070,Si009574m.g,LOC_Os11g02305,Bradi4g44427
GRMZM2G479885,chr1,147159957,1,Sb08g018170,Si023541m.g,LOC_Os12g37410,Bradi4g04720
GRMZM2G367206,chr2,233482587,-1,Sb02g004430,Si029188m.g,LOC_Os07g08190,Bradi1g55530
GRMZM2G170760,chr8,64170193,1,Sb09g027370,Si021627m.g,LOC_Os05g47550,Bradi2g17670
GRMZM5G865819,chr9,152206729,1,Sb01g047300,Si039377m.g,LOC_Os03g05060,Bradi1g75450
GRMZM2G034611,chr8,9263150,-1,Sb03g008110,Si005160m.g,LOC_Os01g02320,Bradi2g01310
GRMZM2G178576,chr1,94683842,-1,Sb01g028820,Si037510m.g,LOC_Os10g41420,Bradi3g33580
GRMZM2G418752,chr7,110916953,-1,Sb02g024510,Si029660m.g,LOC_Os09g24530,Bradi4g30040
GRMZM5G865811,chr1,200249165,1,Sb07g023230,Si013866m.g,LOC_Os08g37250,Bradi3g38310
GRMZM2G178571,chr1,9917263,1,Sb01g047240,Si035846m.g,LOC_Os03g05180,Bradi1g75410
GRMZM2G139522,chr7,125838483,-1,Sb02g026580,Si030067m.g,LOC_Os09g28340,Bradi4g32110
GRMZM2G104925,chr4,133663754,-1,Sb04g025240,Si020223m.g,LOC_Os02g39100,Bradi3g48060
GRMZM2G174444,chr9,110250204,-1,Sb10g026630,scaffold_4:29646368:38778689:hit,LOC_Os06g45510,Bradi1g32020
GRMZM2G104920,chr5,210744849,-1,Sb04g034480,Si016507m.g,LOC_Os02g53140,Bradi3g57667
GRMZM2G147051,chr8,101177970,1,Sb09g021510,Si021786m.g,LOC_Os05g36050,Bradi2g24197
GRMZM2G122437,chr10,109895492,1,Sb06g013950,Si010444m.g,LOC_Os04g32030,Bradi5g08240
GRMZM2G454550,chr7,155224854,-1,Sb02g035520,Si029616m.g,Chr7:20765401:21625234:hit,Bradi1g25530
GRMZM2G077375,chr3,208538327,1,Sb03g031250,Si000956m.g,LOC_Os01g48874,Bradi2g46640
GRMZM2G135935,chr2,49288318,1,Sb06g017110,Si010858m.g,LOC_Os04g35560,Bradi5g10570
GRMZM2G062504,chr2,57898210,-1,Sb06g015480,Si011419m.g,LOC_Os04g33560,Bradi5g09260
GRMZM2G172723,chr1,189401793,1,Sb07g027500,Si014097m.g,LOC_Os08g40160,Bradi3g40190
GRMZM2G056608,chr7,154176420,1,Sb02g035080,Si029163m.g,LOC_Os07g34390,Bradi1g25900
GRMZM2G357926,chr3,164391595,1,Sb03g043330,Si000640m.g,LOC_Os01g68090,Bradi2g58240
GRMZM2G102808,chr6,57577437,-1,Sb10g000940,Si007088m.g,LOC_Os06g02240,Bradi1g51740
GRMZM2G095299,chr5,182436766,-1,Sb04g025400,Si020493m.g,LOC_Os02g39360,Bradi3g48180
GRMZM2G102802,chr9,147631449,1,Sb01g043490,Si038271m.g,LOC_Os03g10860,Bradi1g70780
GRMZM2G058525,chr10,126135951,1,Sb06g020625,Si009867m.g,LOC_Os04g40860,Bradi5g13810
GRMZM2G078826,chr3,226479371,1,Sb03g025240,Si000345m.g,LOC_Os01g36860,Bradi2g40760
GRMZM2G078820,chr6,97319954,1,Sb10g024950,Si006938m.g,LOC_Os06g43090,Bradi1g30252
GRMZM2G143373,chr4,17335706,-1,Sb05g017960,Si026562m.g,LOC_Os11g30560,Bradi4g18800
GRMZM2G375807,chr3,145787165,-1,Sb03g047010,Si000064m.g,LOC_Os01g73530,Bradi2g61777
GRMZM2G143377,chr9,101333764,1,Sb10g024090,Si006121m.g,LOC_Os06g41040,Bradi1g36010
GRMZM2G582965,chr3,192784745,-1,Sb03g035960,Si000865m.g,LOC_Os01g56520,Bradi2g51300
GRMZM2G101499,chr6,95070876,-1,Sb10g026200,Si006559m.g,LOC_Os06g44860,Bradi1g31390
GRMZM2G029587,chr7,6127260,1,Sb02g003330,Si030183m.g,LOC_Os07g06490,Bradi1g57147
GRMZM2G029583,chr5,181384781,1,Sb04g025090,Si017471m.g,LOC_Os02g38810,Bradi3g47880
GRMZM2G073788,chr4,225068825,1,Sb04g009260,Si017565m.g,LOC_Os02g15594,Bradi3g09560
GRMZM2G016551,chr7,101575815,1,Sb02g023420,Si030590m.g,LOC_Os09g20630,Bradi4g29210
GRMZM5G815839,chr9,120807659,-1,Sb01g033560,Si036888m.g,LOC_Os03g27290,Bradi1g60710
GRMZM5G813783,chr10,149595124,1,Sb06g034110,Si022767m.g,LOC_Os04g59570,Bradi5g27570
GRMZM2G047999,chr5,166515363,1,Sb04g021200,Si019641m.g,LOC_Os02g32040,Bradi3g44470
GRMZM2G465685,chr7,142235163,-1,Sb02g030490,Si030094m.g,LOC_Os09g35790,Bradi4g35780
GRMZM2G129291,chr8,77753922,1,Sb09g030610,scaffold_3:8067567:8448854:hit,LOC_Os05g51520,Bradi2g14410
GRMZM2G163189,chr1,93799388,1,Sb01g028920,Si034332m.g,LOC_Os10g41310,Bradi3g33490
GRMZM2G016088,chr1,189772273,1,Sb07g027290,Si014249m.g,LOC_Os08g41040,Bradi3g40337
GRMZM2G071025,chr1,270255060,1,Sb01g009790,Si034255m.g,LOC_Os03g51230,Bradi1g10360
GRMZM2G003304,chr1,218718774,-1,Sb07g020300,Si014228m.g,LOC_Os08g32085,Bradi3g35850
GRMZM2G071021,chr3,221689174,1,Sb03g026550,Si000743m.g,LOC_Os01g40860,Bradi2g42360
GRMZM2G071023,chr4,209133546,1,Sb05g005750,Si025905m.g,LOC_Os11g08670,Bradi4g23450
GRMZM2G310947,chr1,180625917,-1,Sb08g023140,Si025169m.g,LOC_Os12g44220,Bradi4g00467
GRMZM2G310944,chr8,147495170,1,chromosome_3:57795697:58314817:hit,Si000057m.g,LOC_Os01g46510,Bradi2g45380
GRMZM2G116614,chr7,121225110,-1,Sb02g025720,Si031037m.g,LOC_Os09g26780,Bradi4g31240
GRMZM5G879851,chr8,116980770,1,Sb09g022700,Si023822m.g,LOC_Os05g38660,Bradi2g23080
GRMZM2G163233,chr2,204472180,1,Sb02g035880,Si029790m.g,LOC_Os07g36470,Bradi1g25230
GRMZM2G111045,chr4,147916574,1,Sb04g033670,Si017934m.g,LOC_Os02g42870,Bradi3g49987
GRMZM2G127266,chr9,62056176,1,Sb10g021090,Si008275m.g,LOC_Os06g34640,Bd1:34978439:35967126:hit
GRMZM2G346263,chr1,264956572,-1,Sb01g010810,Si034622m.g,LOC_Os03g49630,Bradi1g10960
GRMZM2G051179,chr2,21636237,-1,Sb06g024030,Si009559m.g,LOC_Os04g45860,Bradi5g17220
GRMZM2G171408,chr7,115183601,1,Sb02g024740,Si029667m.g,LOC_Os09g25000,Bradi4g30340
GRMZM2G542497,chr7,6600268,-1,Sb02g003490,Si029401m.g,LOC_Os07g06710,Bradi1g56980
GRMZM2G023667,chr8,154156182,1,Sb03g032540,Si001512m.g,LOC_Os01g51170,Bradi2g47830
GRMZM2G171400,chr3,31390852,1,Sb03g008810,Si001883m.g,LOC_Os01g01620,Bradi2g00560
GRMZM2G329195,chr6,111237979,1,Sb10g007490,Si006452m.g,LOC_Os06g11450,Bradi1g45727
GRMZM2G054522,chr4,158136387,1,chromosome_4:60787890:61241118:hit,Si017129m.g,LOC_Os02g46956,Bradi3g52330
GRMZM2G171406,chr5,190747069,-1,Sb04g033220,Si018250m.g,LOC_Os02g43594,Bradi3g50377
AC196779.3_FG003,chr6,69567311,1,Sb10g002690,Si007905m.g,LOC_Os06g04790,Bradi1g51330
GRMZM2G010868,chr3,230607339,-1,Sb08g002690,Si027027m.g,LOC_Os11g02369,Bradi4g25750
GRMZM2G010861,chr5,1604091,1,Sb01g002200,Si034570m.g,LOC_Os03g61930,Bradi1g02597
GRMZM2G010863,chr9,102495644,-1,Sb10g023910,Si006125m.g,LOC_Os06g40740,Bradi1g36210
GRMZM2G049730,chr6,95713217,1,Sb10g025680,Si008463m.g,LOC_Os06g44100,Bradi1g30950
GRMZM2G041127,chr2,188063271,1,Sb02g027300,Si030822m.g,LOC_Os09g29460,Bradi4g32737
GRMZM2G145024,chr1,52773573,-1,Sb01g036800,Si036700m.g,LOC_Os03g20670,Bradi1g63822
GRMZM2G145027,chr4,126475591,-1,Sb04g024060,Si018382m.g,LOC_Os02g36990,Bradi3g46970
GRMZM2G145029,chr8,104661913,-1,Sb09g020370,Si022815m.g,LOC_Os05g34180,Bradi2g25360
GRMZM2G009021,chr7,171182859,1,Sb02g041860,Si030600m.g,LOC_Os07g46555,Bradi1g18980
GRMZM2G120816,chr8,149434319,-1,Sb03g030660,Si001320m.g,LOC_Os01g47740,Bradi2g46070
GRMZM2G127846,chr5,201631996,-1,Sb04g030330,Si019142m.g,LOC_Os02g47920,Bradi3g52960
GRMZM2G127844,chr8,124284773,-1,Sb09g025940,Si023277m.g,LOC_Os05g44390,Bradi2g19490
GRMZM2G165177,chr8,168492796,1,Sb03g039620,Si001235m.g,LOC_Os01g62670,Bradi2g54800
GRMZM2G164419,chr8,61521857,1,Sb03g024820,Si001372m.g,LOC_Os01g37690,Bradi2g41087
GRMZM2G160523,chr2,5214942,1,Sb06g030820,Si009974m.g,LOC_Os04g55680,Bradi5g24280
GRMZM2G055698,chr1,3469533,1,Sb01g049520,Si036626m.g,LOC_Os03g02530,Bradi1g77450
GRMZM2G055699,chr6,137651893,-1,Sb09g018180,Si021753m.g,LOC_Os05g30350,Bradi2g27770
GRMZM2G072041,chr1,30888836,1,Sb01g041840,Si037095m.g,LOC_Os03g12560,Bradi1g68970
GRMZM2G393529,chr9,154366870,-1,Sb01g049730,scaffold_9:57998103:58384162:hit,LOC_Os03g02280,Bradi1g77660
GRMZM2G093826,chr2,61854841,1,Sb06g014930,Si009421m.g,LOC_Os04g32920,Bradi5g08520
GRMZM2G119133,chr5,171710015,-1,chromosome_4:51603259:52241851:hit,Si016260m.g,LOC_Os02g34630,Bradi3g45450
GRMZM2G174137,chr3,145755584,-1,Sb03g047030,Si001173m.g,LOC_Os01g73550,Bradi2g61800
AC209080.3_FG004,chr3,179377549,-1,Sb03g039900,Si004132m.g,Chr1:36312601:36690105:hit,Bd2:53549227:53911248:hit
GRMZM2G120047,chr6,80975244,-1,Sb10g004740,Si007154m.g,LOC_Os06g07140,Bradi1g48220
GRMZM2G318681,chr2,114347830,-1,Sb06g000270,Si012248m.g,LOC_Os04g01150,Bradi5g02447
GRMZM2G380518,chr2,9435683,-1,Sb06g028770,Si010481m.g,LOC_Os04g52800,Bradi5g21980
GRMZM2G153814,chr1,24806291,1,Sb01g044220,Si035472m.g,LOC_Os03g09840,Bradi1g71590
GRMZM2G146047,chr8,5128230,1,Sb03g009880,Si000163m.g,LOC_Os01g15300,Bradi2g09177
GRMZM2G008047,chr5,67019941,-1,Sb04g000440,Si019263m.g,LOC_Os02g01310,Bradi3g00610
GRMZM2G388587,chr4,183734381,1,Sb05g000680,Si012854m.g,LOC_Os11g01730,Bradi4g44810
GRMZM5G887068,chr8,102137444,1,Sb09g021150,Si025448m.g,LOC_Os05g35380,Bradi2g24460
GRMZM2G073312,chr6,98007550,1,Sb10g024620,Si005712m.g,LOC_Os06g41990,Bradi1g35670
GRMZM2G121851,chr5,2142719,1,Sb01g002950,scaffold_9:1482557:1825478:hit,LOC_Os03g60890,Bradi1g03470
GRMZM2G028969,chr2,20096540,-1,Sb06g024540,Si012688m.g,LOC_Os04g46410,Bradi5g17620
GRMZM2G028966,chr8,168159310,1,Sb03g039830,scaffold_5:41263652:41616246:hit,LOC_Os01g62910,Bradi2g54927
GRMZM2G015040,chr9,91103487,1,Sb10g023720,Si006983m.g,LOC_Os06g40500,Bradi1g36430
GRMZM2G433365,chr3,151726232,1,Sb03g045510,Si003802m.g,LOC_Os01g71380,Bradi2g60441
GRMZM2G118265,chr8,157291541,1,Sb03g046580,Si000206m.g,LOC_Os01g73000,Bradi2g61442
GRMZM2G025536,chr2,3015622,1,Sb06g032090,scaffold_3:1656202:2000768:hit,LOC_Os04g57180,Bradi5g25417
GRMZM2G328500,chr1,278131570,1,Sb01g007580,Si035448m.g,LOC_Os03g55070,Bradi1g08120
GRMZM2G113036,chr7,174514787,1,Sb02g043740,Si029283m.g,LOC_Os07g49000,Bradi1g17040
GRMZM2G133421,chr2,199819626,-1,Sb02g033510,Si030098m.g,LOC_Os07g30250,Bradi1g27356
GRMZM2G133428,chr3,159818057,1,Sb03g044140,Si001786m.g,LOC_Os01g69270,Bradi2g59090
GRMZM2G386714,chr5,19444402,1,Sb01g015530,Si034346m.g,LOC_Os03g38980,Bradi1g15370
GRMZM2G112925,chr1,40513221,1,Sb01g039615,Si039990m.g,LOC_Os03g16760,Bradi1g66650
GRMZM2G302035,chr8,159878963,1,Sb03g044870,Si002972m.g,LOC_Os01g70590,Bradi2g59750
GRMZM2G117207,chr9,138021586,-1,Sb01g038550,Si037113m.g,LOC_Os03g17990,Bradi1g65620
GRMZM2G047384,chr3,188336215,-1,Sb03g037150,Si001897m.g,LOC_Os01g58550,Bradi2g52460
GRMZM2G178079,chr1,81581559,1,Sb01g030820,Si037297m.g,LOC_Os10g38690,Bradi3g31827
GRMZM2G039089,chr5,169578377,-1,Sb04g021830,Si017834m.g,LOC_Os02g33149,Bradi3g45010
GRMZM2G095887,chr6,125825933,-1,Sb09g004530,Si009242m.g,LOC_Os05g06690,Bradi2g34820
GRMZM2G408158,chr2,234575844,1,Sb02g003230,Si029316m.g,LOC_Os07g05940,Bradi1g58580
GRMZM5G836588,chr1,236811801,-1,Sb01g020590,Si034886m.g,LOC_Os10g30750,Bradi3g27670
GRMZM2G064679,chr6,152433342,-1,Sb09g022930,Si023473m.g,LOC_Os05g39060,Bradi2g22780
GRMZM2G064675,chr8,137531724,1,Sb03g025410,Si002563m.g,LOC_Os01g37842,Bradi2g41240
GRMZM5G833032,chr5,196288618,-1,Sb04g031820,Si017977m.g,LOC_Os02g45670,Bradi3g51757
GRMZM2G046382,chr1,38720465,1,Sb01g040030,Si038751m.g,LOC_Os03g15960,Bradi1g67080
GRMZM2G379128,chr8,170952607,1,Sb03g037880,Si002852m.g,LOC_Os01g59950,Bradi2g53190
GRMZM2G104542,chr1,260948642,1,Sb01g011700,Si035552m.g,LOC_Os03g48180,Bradi1g12190
GRMZM2G022958,chr8,163002572,1,Sb03g043430,Si003468m.g,LOC_Os01g68300,Bradi2g58350
GRMZM2G123178,chr10,124938393,1,Sb06g019750,Si009337m.g,LOC_Os04g39650,Bradi5g13170
GRMZM2G063909,chr4,233805710,1,Sb04g006440,Si017002m.g,LOC_Os02g10070,Bradi3g06930
GRMZM2G027351,chr5,4653161,1,Sb01g005750,Si034852m.g,LOC_Os03g57510,Bradi1g06270
GRMZM2G090100,chr1,86602606,1,Sb01g030070,Si034014m.g,LOC_Os10g39910,Bradi3g32660
GRMZM2G090104,chr7,5564151,-1,Sb02g003160,Si030015m.g,LOC_Os07g05880,Bradi1g58530
GRMZM2G116554,chr3,151356538,1,Sb03g045570,Si001036m.g,LOC_Os01g71740,Bradi2g60590
GRMZM2G116557,chr8,160101702,-1,Sb03g044630,Si000340m.g,LOC_Os01g70270,Bradi2g59480
GRMZM2G112072,chr2,36359687,1,Sb06g020680,Si013091m.g,LOC_Os04g40940,Bradi5g13910
GRMZM2G112074,chr3,129047558,1,Sb08g018160,Si021342m.g,LOC_Os12g37400,Bradi4g04730
GRMZM2G112079,chr8,163519193,-1,Sb03g043260,Si004287m.g,LOC_Os01g68030,Bradi2g58160
GRMZM2G417082,chr1,46457148,1,Sb01g038100,Si037438m.g,LOC_Os03g18680,Bradi1g65080
GRMZM2G066749,chr1,267908736,1,Sb01g010260,Si034342m.g,LOC_Os03g50500,Bradi1g11480
GRMZM2G076225,chr7,152441493,1,Sb02g034420,Si029411m.g,LOC_Os07g32660,Bradi1g26470
GRMZM2G120484,chr1,276809816,1,Sb01g007930,Si038100m.g,LOC_Os03g53980,Bradi1g08440
GRMZM2G004012,chr1,267147438,-1,Sb01g010520,Si038045m.g,LOC_Os03g50140,Bradi1g11230
GRMZM2G111529,chr5,144107688,-1,Sb04g008830,Si016150m.g,LOC_Os02g14900,Bradi3g09317
GRMZM2G027825,chr5,4666903,1,Sb01g005770,Si035537m.g,LOC_Os03g57460,Bradi1g06290
GRMZM2G111521,chr4,173825588,1,Sb04g035990,Si017926m.g,LOC_Os02g55330,Bradi3g54130
GRMZM2G027821,chr1,11984781,1,Sb01g046630,Si035863m.g,LOC_Os03g06120,Bradi1g74650
GRMZM2G076597,chr1,237745347,1,Sb01g021020,Si035051m.g,LOC_Os10g30370,Bradi3g27480
GRMZM2G481222,chr1,105898666,1,Sb01g027790,Si037847m.g,LOC_Os10g42840,Bradi3g34557
AC208440.3_FG003,chr1,227448902,-1,Sb01g018220,Si034148m.g,LOC_Os10g35380,Bradi3g29910
GRMZM2G096231,chr1,41239969,-1,Sb01g039410,Si035899m.g,LOC_Os03g16890,Bradi1g66497
GRMZM5G804772,chr1,205143280,-1,Sb07g024170,Si014045m.g,LOC_Os08g44400,Bradi3g42820
GRMZM5G830671,chr6,88116901,1,Sb10g028630,Si007238m.g,LOC_Os06g48290,Bradi1g33870
GRMZM2G069146,chr7,141138210,-1,Sb02g030330,Si030998m.g,LOC_Os09g35030,Bradi4g35650
GRMZM2G300801,chr1,12141701,1,Sb01g046580,Si040062m.g,LOC_Os03g06200,Bradi1g74590
GRMZM2G079316,chr4,178571243,-1,Sb04g034180,Si018456m.g,LOC_Os02g52770,Bradi3g57970
GRMZM2G474546,chr6,160702052,-1,Sb09g025830,Si021527m.g,LOC_Os05g44290,Bradi2g19590
GRMZM2G019356,chr9,23146245,-1,Sb10g002190,Si006804m.g,LOC_Os06g04250,Bradi1g50140
GRMZM2G142597,chr1,187392404,1,Sb07g027950,Si013339m.g,LOC_Os08g39440,Bradi3g39840
GRMZM2G019358,chr4,228629426,1,Sb04g008450,Si016723m.g,LOC_Os02g13970,Bradi3g09010
GRMZM2G172523,chr9,150652749,-1,Sb01g045280,Si034146m.g,LOC_Os03g08140,Bradi1g72750
GRMZM2G105892,chr4,233871270,-1,Sb04g006375,Si018742m.g,LOC_Os02g10030,Bd3:4779189:5276976:hit
GRMZM2G121460,chr5,5232985,-1,Sb01g006320,Si035318m.g,LOC_Os03g56800,Bradi1g06810
GRMZM2G067591,chr5,32615917,1,Sb01g020810,Si035299m.g,LOC_Os10g30390,Bradi3g27500
GRMZM2G061292,chr5,18157054,1,Sb01g014530,scaffold_9:11056444:11531511:hit,LOC_Os03g42200,Bradi1g14570
GRMZM5G856297,chr6,150891304,-1,Sb09g022260,Si024803m.g,LOC_Os05g38040,Bradi2g23540
GRMZM2G011912,chr1,246487681,-1,Sb01g015590,Si034728m.g,LOC_Os03g38930,Bradi1g15410
GRMZM2G104410,chr2,205489982,1,Sb02g036520,Si030107m.g,LOC_Os07g37760,Bradi1g24590
GRMZM2G100976,chr6,88567013,-1,Sb10g028390,Si007274m.g,LOC_Os06g47940,Bradi1g33700
